video_id,channel_id,Channel_name,Follow,class_,median,avg,Quartile1,Quartile3,video_title,20200131 00,20200131 01,20200131 02,20200131 03,20200131 04,20200131 05,20200131 06,20200131 07,20200131 08,20200131 09,20200131 10,20200131 11,20200131 12,20200131 13,20200131 14,20200131 15,20200131 16,20200131 17,20200131 18,20200131 19,20200131 20,20200131 21,20200131 22,20200131 23,20200201 00,20200201 01,20200201 02,20200201 03,20200201 04,20200201 05,20200201 06,20200201 07,20200201 08,20200201 09,20200201 10,20200201 11,20200201 12,20200201 13,20200201 14,20200201 15,20200201 16,20200201 17,20200201 18,20200201 19,20200201 20,20200201 21,20200201 22,20200201 23,20200202 00,20200202 01,20200202 02,20200202 03,20200202 04,20200202 05,20200202 06,20200202 07,20200202 08,20200202 09,20200202 10,20200202 11,20200202 12,20200202 13,20200202 14,20200202 15,20200202 16,20200202 17,20200202 18,20200202 19,20200202 20,20200202 21,20200202 22,20200202 23,20200203 00,20200203 01,20200203 02,20200203 03,20200203 04,20200203 05,20200203 06,20200203 07,20200203 08,20200203 09,20200203 10,20200203 11,20200203 12,20200203 13,20200203 14,20200203 15,20200203 16,20200203 17,20200203 18,20200203 19,20200203 20,20200203 21,20200203 22,20200203 23,20200204 00,20200204 01,20200204 02,20200204 03,20200204 04,20200204 05,20200204 06,20200204 07,20200204 08,20200204 09,20200204 10,20200204 11,20200204 12,20200204 13,20200204 14,20200204 15,20200204 16,20200204 17,20200204 18,20200204 19,20200204 20,20200204 21,20200204 22,20200204 23,20200205 00,20200205 01,20200205 02,20200205 03,20200205 04,20200205 05,20200205 06,20200205 07,20200205 08,20200205 09,20200205 10,20200205 11,20200205 12,20200205 13,20200205 14,20200205 15,20200205 16,20200205 17,20200205 18,20200205 19,20200205 20,20200205 21,20200205 22,20200205 23,20200206 00,20200206 01,20200206 02,20200206 03,20200206 04,20200206 05,20200206 06,20200206 07,20200206 08,20200206 09,20200206 10,20200206 11,20200206 12,20200206 13,20200206 14,20200206 15,20200206 16,20200206 17,20200206 18,20200206 19,20200206 20,20200206 21,20200206 22,20200206 23,20200207 00,20200207 01,20200207 02,20200207 03,20200207 04,20200207 05,20200207 06,20200207 07,20200207 08,20200207 09,20200207 10,20200207 11,20200207 12,20200207 13,20200207 14,20200207 15,20200207 16,20200207 17,20200207 18,20200207 19,20200207 20,20200207 21,20200207 22,20200207 23,20200208 00,20200208 01,20200208 02,20200208 03,20200208 04,20200208 05,20200208 06,20200208 07,20200208 08,20200208 09,20200208 10,20200208 11,20200208 12,20200208 13,20200208 14,20200208 15,20200208 16,20200208 17,20200208 18,20200208 19,20200208 20,20200208 21,20200208 22,20200208 23,20200209 00,20200209 01,20200209 02,20200209 03,20200209 04,20200209 05,20200209 06,20200209 07,20200209 08,20200209 09,20200209 10,20200209 11,20200209 12,20200209 13,20200209 14,20200209 15,20200209 16,20200209 17,20200209 18,20200209 19,20200209 20,20200209 21,20200209 22,20200209 23,20200210 00,20200210 01,20200210 02,20200210 03,20200210 04,20200210 05,20200210 06,20200210 07,20200210 08,20200210 09,20200210 10,20200210 11,20200210 12,20200210 13,20200210 14,20200210 15,20200210 16,20200210 17,20200210 18,20200210 19,20200210 20,20200210 21,20200210 22,20200210 23,20200211 00,20200211 01,20200211 02,20200211 03,20200211 04,20200211 05,20200211 06,20200211 07,20200211 08,20200211 09,20200211 10,20200211 11,20200211 12,20200211 13,20200211 14,20200211 15,20200211 16,20200211 17,20200211 18,20200211 19,20200211 20,20200211 21,20200211 22,20200211 23,20200212 00,20200212 01,20200212 02,20200212 03,20200212 04,20200212 05,20200212 06,20200212 07,20200212 08,20200212 09,20200212 10,20200212 11,20200212 12,20200212 13,20200212 14,20200212 15,20200212 16,20200212 17,20200212 18,20200212 19,20200212 20,20200212 21,20200212 22,20200212 23,20200213 00,20200213 01,20200213 02,20200213 03,20200213 04,20200213 05,20200213 06,20200213 07,20200213 08,20200213 09,20200213 10,20200213 11,20200213 12,20200213 13,20200213 14,20200213 15,20200213 16,20200213 17,20200213 18,20200213 19,20200213 20,20200213 21,20200213 22,20200213 23,20200214 00,20200214 01,20200214 02,20200214 03,20200214 04,20200214 05,20200214 06,20200214 07,20200214 08,20200214 09,20200214 10,20200214 11,20200214 12,20200214 13,20200214 14,20200214 15,20200214 16,20200214 17,20200214 18,20200214 19,20200214 20,20200214 21,20200214 22,20200214 23,20200215 00,20200215 01,20200215 02,20200215 03,20200215 04,20200215 05,20200215 06,20200215 07,20200215 08,20200215 09,20200215 10,20200215 11,20200215 12,20200215 13,20200215 14,20200215 15,20200215 16,20200215 17,20200215 18,20200215 19,20200215 20,20200215 21,20200215 22,20200215 23,20200216 00,20200216 01,20200216 02,20200216 03,20200216 04,20200216 05,20200216 06,20200216 07,20200216 08,20200216 09,20200216 10,20200216 11,20200216 12,20200216 13,20200216 14,20200216 15,20200216 16,20200216 17,20200216 18,20200216 19,20200216 20,20200216 21,20200216 22,20200216 23,20200217 00,20200217 01,20200217 02,20200217 03,20200217 04,20200217 05,20200217 06,20200217 07,20200217 08,20200217 09,20200217 10,20200217 11,20200217 12,20200217 13,20200217 14,20200217 15,20200217 16,20200217 17,20200217 18,20200217 19,20200217 20,20200217 21,20200217 22,20200217 23,20200218 00,20200218 01,20200218 02,20200218 03,20200218 04,20200218 05,20200218 06,20200218 07,20200218 08,20200218 09,20200218 10,20200218 11,20200218 12,20200218 13,20200218 14,20200218 15,20200218 16,20200218 17,20200218 18,20200218 19,20200218 20,20200218 21,20200218 22,20200218 23,20200219 00,20200219 01,20200219 02,20200219 03,20200219 04,20200219 05,20200219 06,20200219 07,20200219 08,20200219 09,20200219 10,20200219 11,20200219 12,20200219 13,20200219 14,20200219 15,20200219 16,20200219 17,20200219 18,20200219 19,20200219 20,20200219 21,20200219 22,20200219 23,20200220 00,20200220 01,20200220 02,20200220 03,20200220 04,20200220 05,20200220 06,20200220 07,20200220 08,20200220 09,20200220 10,20200220 11,20200220 12,20200220 13,20200220 14,20200220 15,20200220 16,20200220 17,20200220 18,20200220 19,20200220 20,20200220 21,20200220 22,20200220 23,20200221 00,20200221 01,20200221 02,20200221 03,20200221 04,20200221 05,20200221 06,20200221 07,20200221 08,20200221 09,20200221 10,20200221 11,20200221 12,20200221 13,20200221 14,20200221 15,20200221 16,20200221 17,20200221 18,20200221 19,20200221 20,20200221 21,20200221 22,20200221 23,20200222 00,20200222 01,20200222 02,20200222 03,20200222 04,20200222 05,20200222 06,20200222 07,20200222 08,20200222 09,20200222 10,20200222 11,20200222 12,20200222 13,20200222 14,20200222 15,20200222 16,20200222 17,20200222 18,20200222 19,20200222 20,20200222 21,20200222 22,20200222 23,20200223 00,20200223 01,20200223 02,20200223 03,20200223 04,20200223 05,20200223 06,20200223 07,20200223 08,20200223 09,20200223 10,20200223 11,20200223 12,20200223 13,20200223 14,20200223 15,20200223 16,20200223 17,20200223 18,20200223 19,20200223 20,20200223 21,20200223 22,20200223 23,20200224 00,20200224 01,20200224 02,20200224 03,20200224 04,20200224 05,20200224 06,20200224 07,20200224 08,20200224 09,20200224 10,20200224 11,20200224 12,20200224 13,20200224 14,20200224 15,20200224 16,20200224 17,20200224 18,20200224 19,20200224 20,20200224 21,20200224 22,20200224 23,20200225 00,20200225 01,20200225 02,20200225 03,20200225 04,20200225 05,20200225 06,20200225 07,20200225 08,20200225 09,20200225 10,20200225 11,20200225 12,20200225 13,20200225 14,20200225 15,20200225 16,20200225 17,20200225 18,20200225 19,20200225 20,20200225 21,20200225 22,20200225 23,20200226 00,20200226 01,20200226 02,20200226 03,20200226 04,20200226 05,20200226 06,20200226 07,20200226 08,20200226 09,20200226 10,20200226 11,20200226 12,20200226 13,20200226 14,20200226 15,20200226 16,20200226 17,20200226 18,20200226 19,20200226 20,20200226 21,20200226 22,20200226 23,20200227 00,20200227 01,20200227 02,20200227 03,20200227 04,20200227 05,20200227 06,20200227 07,20200227 08,20200227 09,20200227 10,20200227 11,20200227 12,20200227 13,20200227 14,20200227 15,20200227 16,20200227 17,20200227 18,20200227 19,20200227 20,20200227 21,20200227 22,20200227 23,20200228 00,20200228 01,20200228 02,20200228 03,20200228 04,20200228 05,20200228 06,20200228 07,20200228 08,20200228 09,20200228 10,20200228 11,20200228 12,20200228 13,20200228 14,20200228 15,20200228 16,20200228 17,20200228 18,20200228 19,20200228 20,20200228 21,20200228 22,20200228 23,20200229 00,20200229 01,20200229 02,20200229 03,20200229 04,20200229 05,20200229 06,20200229 07,20200229 08,20200229 09,20200229 10,20200229 11,20200229 12,20200229 13,20200229 14,20200229 15,20200229 16,20200229 17,20200229 18,20200229 19,20200229 20,20200229 21,20200229 22,20200229 23
sdztrtJq86U,UCXw0IZH9QlbElGMZE7fHC-A,wetv 臺灣,209000,電影與動畫,901,5157,281,3186,【外星女生柴小七 | My Girlfriend Is An Alien】 精華版：方冷開啟追妻模式，和方烈兩人兄弟變情敵，為了小七爭風吃醋！！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4o8MzQNu8c8,UCXw0IZH9QlbElGMZE7fHC-A,wetv 臺灣,209000,電影與動畫,901,5157,281,3186,【外星女生柴小七 | My Girlfriend Is An Alien】 精華版：危急時刻小七用超能力救方冷，方冷趁機賴在小七家不走了？？ | WeTV臺灣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xc9Z-XLmidQ,UCXw0IZH9QlbElGMZE7fHC-A,wetv 臺灣,209000,電影與動畫,901,5157,281,3186,【夢迴 | Dreaming Back to the Qing Dynasty】精華版：十三小薇大婚，小薇記起往事，小薇吃醋十三花式哄妻 | WeTV臺灣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HgQNA5kSPHg,UCXw0IZH9QlbElGMZE7fHC-A,wetv 臺灣,209000,電影與動畫,901,5157,281,3186,【三生三世枕上書 | Eternal Love of Dream】 超好聽！“三生三世枕上書”全新古風音樂合輯 | WeTV台灣,,,,,,,,,,,,,39,350,670,820,1121,2357,2976,4519,5349,6040,6453,6983,7528,8188,9633,10466,10654,10953,10953,10953,11490,11523,11587,11588,11793,11931,12270,12727,12727,13208,13208,13577,14163,14372,14469,14748,14990,15262,15611,15848,16077,16077,16077,16077,16723,16746,16746,16746,16927,17022,17100,17225,17375,17486,17486,17733,17917,17982,17982,18181,18402,18522,18522,18522,19028,19028,19232,19232,19232,19342,19342,19443,19485,19485,19604,19784,19864,19864,19864,20260,20260,20405,20450,20662,20819,20819,21183,21183,21183,21183,21670,21670,21670,21670,21670,21795,21795,21795,21973,22040,22224,22302,22302,22302,22628,22711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drxpTQnlRyY,UCXw0IZH9QlbElGMZE7fHC-A,wetv 臺灣,209000,電影與動畫,901,5157,281,3186,【迷妹??】 劉人語：第一次做演員很幸福！ | WeTV台灣,,,,,,,,,,,,,,,6,38,38,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,396,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,446,446,446,446,446,446,446,446,446,446,446,446,446,446,483,483,483,483,483,483,483,483,483,483,483,483,483,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VZBpx8doDY4,UCXw0IZH9QlbElGMZE7fHC-A,wetv 臺灣,209000,電影與動畫,901,5157,281,3186,【迷妹??】 群星新春祝福：願大家開心每一天！  | WeTV台灣,,,,,,,,,,,,,,,0,0,83,88,119,119,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,265,265,265,265,265,265,265,265,265,265,265,265,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T5-EWZOMnAQ,UCXw0IZH9QlbElGMZE7fHC-A,wetv 臺灣,209000,電影與動畫,901,5157,281,3186,【夢迴 | dreaming back to the qing dynasty】 精彩片段：小薇毒發暈倒，最後還是死在了十三懷裏 | WeTV台灣,,,,,,,,,,,,,,,,,,,0,0,143,143,143,171,171,306,306,306,306,306,306,306,306,306,414,414,414,414,442,442,442,442,442,442,442,442,442,442,442,442,442,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,743,743,743,743,743,743,743,743,743,743,743,743,743,743,856,856,868,868,868,868,868,927,927,956,956,956,956,956,956,956,956,956,956,956,956,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yHESyid05T8,UCXw0IZH9QlbElGMZE7fHC-A,wetv 臺灣,209000,電影與動畫,901,5157,281,3186,【夢迴 | dreaming back to the qing dynasty】 精彩片段：茗蕙即將執行死刑，痛哭流涕 | WeTV台灣,,,,,,,,,,,,,,,,,,,2,2,2,122,122,122,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,305,305,305,305,305,305,305,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,617,617,617,617,617,617,617,617,617,617,617,617,617,617,731,731,731,760,760,760,760,760,760,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jckg9krDubs,UCXw0IZH9QlbElGMZE7fHC-A,wetv 臺灣,209000,電影與動畫,901,5157,281,3186,【將夜2 | Ever Night2 】 獨家花絮：唐王出城的大場面竟把面子丟了 | WeTV台灣,,,,,,,,,,,,,,,,,,,,0,30,30,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zW5ivzZ9l9E,UCXw0IZH9QlbElGMZE7fHC-A,wetv 臺灣,209000,電影與動畫,901,5157,281,3186,【將夜2 | Ever Night2 】 獨家花絮：專訪唐王保劍鋒 來聽聽他在線分享的減肥秘方吧 | WeTV台灣,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,130,130,130,130,130,130,130,130,130,130,130,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,142,142,142,142,142,142,142,142,142,142,142,142,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
